month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,dest,air_time,distance,hour,minute,carrier_name,dest_name
8,31,943,-7,1239,0,OO,N227AG,3492,SLC,79,630,9,43,SkyWest Airlines Inc.,Salt Lake City Intl
9,12,651,-9,737,-13,OO,N814SK,4613,SEA,27,129,6,51,SkyWest Airlines Inc.,Seattle Tacoma Intl
1,16,1019,-1,1138,-7,WN,N219WN,4459,SMF,65,479,10,19,Southwest Airlines Co.,Sacramento Intl
3,17,2231,-9,2300,-18,OO,N585SW,5353,EUG,22,106,22,31,SkyWest Airlines Inc.,Mahlon Sweet Fld
6,27,1407,20,1618,9,B6,N796JB,1521,LGB,112,846,14,7,JetBlue Airways,Long Beach
7,23,1604,160,1748,148,UA,N495UA,367,SFO,84,550,16,4,United Air Lines Inc.,San Francisco Intl
1,9,1742,-3,1944,-17,AS,N309AS,562,LAX,100,834,17,42,Alaska Airlines Inc.,Los Angeles Intl
10,2,1951,-4,2312,-2,F9,N219FR,794,DEN,120,991,19,51,Frontier Airlines Inc.,Denver Intl
11,17,1748,-7,2003,-9,AS,N517AS,562,LAX,110,834,17,48,Alaska Airlines Inc.,Los Angeles Intl
6,8,1323,68,2211,106,DL,N3749D,403,JFK,294,2454,13,23,Delta Air Lines Inc.,John F Kennedy Intl
5,31,805,-8,1029,-6,OO,N616QX,4511,LAX,117,834,8,5,SkyWest Airlines Inc.,Los Angeles Intl
9,2,747,47,1331,31,AA,N3CAAA,86,ORD,195,1739,7,47,American Airlines Inc.,Chicago Ohare Intl
2,23,1716,-3,1932,-2,OO,N822SK,4846,LAX,107,834,17,16,SkyWest Airlines Inc.,Los Angeles Intl
1,12,703,-7,1456,-20,DL,N709TW,2258,JFK,272,2454,7,3,Delta Air Lines Inc.,John F Kennedy Intl
12,13,10,15,553,4,UA,N65832,1609,IAH,206,1825,0,10,United Air Lines Inc.,George Bush Intercontinental
6,14,1353,-7,1603,-15,AS,N570AS,570,LAX,113,834,13,53,Alaska Airlines Inc.,Los Angeles Intl
9,25,1219,-6,1439,4,OO,N227AG,3470,SBA,123,784,12,19,SkyWest Airlines Inc.,Santa Barbara Muni
10,29,1022,-3,1554,-28,AS,N467AS,686,ORD,191,1739,10,22,Alaska Airlines Inc.,Chicago Ohare Intl
9,11,2219,-16,105,-15,AS,N548AS,143,ANC,210,1542,22,19,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
6,16,1505,-5,1800,0,AS,N467AS,714,SLC,89,630,15,5,Alaska Airlines Inc.,Salt Lake City Intl
1,3,1154,14,1846,5,DL,N398DA,1466,DTW,212,1953,11,54,Delta Air Lines Inc.,Detroit Metro Wayne Co
7,22,2026,6,2209,4,WN,N555LV,1561,OAK,90,543,20,26,Southwest Airlines Co.,Metropolitan Oakland Intl
9,22,1258,-7,1856,-4,AA,N3FYAA,115,ORD,211,1739,12,58,American Airlines Inc.,Chicago Ohare Intl
11,18,956,-14,1153,-17,AS,N627AS,382,SFO,88,550,9,56,Alaska Airlines Inc.,San Francisco Intl
4,17,658,-2,925,7,B6,N561JB,1121,LGB,119,846,6,58,JetBlue Airways,Long Beach
3,16,1619,-11,1824,-21,OO,N224AG,3462,ONT,110,838,16,19,SkyWest Airlines Inc.,Ontario Intl
8,19,1107,-3,1436,-14,OO,N969SW,6256,DEN,133,991,11,7,SkyWest Airlines Inc.,Denver Intl
1,10,1604,-1,1737,-8,WN,N256WN,1071,SJC,82,569,16,4,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
11,16,653,-7,1055,-25,AS,N536AS,833,HNL,346,2603,6,53,Alaska Airlines Inc.,Honolulu Intl
8,31,1816,16,1936,11,WN,N919WN,2149,SMF,65,479,18,16,Southwest Airlines Co.,Sacramento Intl
10,25,1350,-5,1727,-8,WN,N262WN,4562,ABQ,144,1111,13,50,Southwest Airlines Co.,Albuquerque International Sunport
7,30,1055,-5,1313,-8,AS,N626AS,564,LAX,122,834,10,55,Alaska Airlines Inc.,Los Angeles Intl
9,6,1525,-10,1742,-11,AS,N563AS,584,SNA,120,859,15,25,Alaska Airlines Inc.,John Wayne Arpt Orange Co
4,24,522,2,748,-2,US,N542UW,649,PHX,131,1009,5,22,US Airways Inc.,Phoenix Sky Harbor Intl
6,15,1516,132,1837,128,F9,N219FR,790,DEN,121,991,15,16,Frontier Airlines Inc.,Denver Intl
11,8,728,-2,911,-16,AS,N791AS,244,SFO,90,550,7,28,Alaska Airlines Inc.,San Francisco Intl
1,14,1449,29,1606,21,WN,N274WN,752,SMF,69,479,14,49,Southwest Airlines Co.,Sacramento Intl
6,28,2249,55,646,44,UA,N34460,1251,EWR,277,2434,22,49,United Air Lines Inc.,Newark Liberty Intl
12,22,1941,6,2139,-15,AS,N407AS,598,SAN,106,933,19,41,Alaska Airlines Inc.,San Diego Intl
6,28,1006,-9,1250,-15,HA,N381HA,25,HNL,326,2603,10,6,Hawaiian Airlines Inc.,Honolulu Intl
4,28,1144,-6,1449,7,AS,N508AS,809,OGG,351,2562,11,44,Alaska Airlines Inc.,Kahului
11,25,1404,-3,1607,-14,B6,N627JB,1521,LGB,111,846,14,4,JetBlue Airways,Long Beach
7,28,800,60,951,66,VX,N843VA,84,SFO,90,550,8,0,Virgin America,San Francisco Intl
5,23,1013,-8,1605,-15,UA,N578UA,732,ORD,206,1739,10,13,United Air Lines Inc.,Chicago Ohare Intl
8,15,2020,-5,2227,-10,OO,N215AG,3464,ONT,113,838,20,20,SkyWest Airlines Inc.,Ontario Intl
7,3,855,0,1125,10,WN,N751SW,2144,SAN,126,933,8,55,Southwest Airlines Co.,San Diego Intl
2,16,1615,-10,1820,-15,OO,N217AG,3462,ONT,109,838,16,15,SkyWest Airlines Inc.,Ontario Intl
11,20,1326,-4,1650,-10,WN,N910WN,2880,PHX,130,1009,13,26,Southwest Airlines Co.,Phoenix Sky Harbor Intl
5,10,1207,-3,1401,-19,OO,N216AG,3454,BUR,100,817,12,7,SkyWest Airlines Inc.,Bob Hope
12,9,955,0,1523,-16,AS,N433AS,652,DFW,190,1616,9,55,Alaska Airlines Inc.,Dallas Fort Worth Intl
11,10,1357,3,1936,-9,UA,N77510,1175,ORD,195,1739,13,57,United Air Lines Inc.,Chicago Ohare Intl
6,30,946,-4,1548,-12,WN,N200WN,42,HOU,220,1843,9,46,Southwest Airlines Co.,William P Hobby
4,10,1134,4,1313,3,WN,N243WN,2587,OAK,81,543,11,34,Southwest Airlines Co.,Metropolitan Oakland Intl
1,26,1114,-6,1531,-4,AS,N596AS,809,OGG,364,2562,11,14,Alaska Airlines Inc.,Kahului
6,19,2358,-1,552,-4,UA,N429UA,586,IAH,211,1825,23,58,United Air Lines Inc.,George Bush Intercontinental
1,3,949,-1,1718,-17,AS,N570AS,752,ATL,248,2172,9,49,Alaska Airlines Inc.,Hartsfield Jackson Atlanta Intl
4,18,700,-5,820,-15,WN,N446WN,3142,SMF,66,479,7,0,Southwest Airlines Co.,Sacramento Intl
9,8,1722,17,2034,-1,WN,N296WN,2048,DEN,118,991,17,22,Southwest Airlines Co.,Denver Intl
5,16,1014,0,1246,-14,DL,N317US,642,SLC,78,630,10,14,Delta Air Lines Inc.,Salt Lake City Intl
3,2,837,-8,1201,-14,US,N602AW,612,PHX,128,1009,8,37,US Airways Inc.,Phoenix Sky Harbor Intl
11,8,1159,4,1722,-13,AA,N4XWAA,1505,DFW,185,1616,11,59,American Airlines Inc.,Dallas Fort Worth Intl
10,10,855,75,1038,69,AS,N756AS,244,SFO,83,550,8,55,Alaska Airlines Inc.,San Francisco Intl
1,8,2220,-5,2303,-1,OO,N562SW,5353,EUG,27,106,22,20,SkyWest Airlines Inc.,Mahlon Sweet Fld
10,10,1824,-10,2104,-11,DL,N6704Z,952,SLC,82,630,18,24,Delta Air Lines Inc.,Salt Lake City Intl
1,4,1214,-1,1411,-10,OO,N218AG,3454,BUR,103,817,12,14,SkyWest Airlines Inc.,Bob Hope
6,4,1055,5,1306,11,WN,N7812G,4016,LAS,108,763,10,55,Southwest Airlines Co.,Mc Carran Intl
1,19,623,-7,1409,-32,UA,N29717,1082,EWR,266,2434,6,23,United Air Lines Inc.,Newark Liberty Intl
9,26,115,105,712,114,UA,N37471,1538,ORD,219,1739,1,15,United Air Lines Inc.,Chicago Ohare Intl
7,11,517,-8,659,-22,UA,N470UA,392,SFO,88,550,5,17,United Air Lines Inc.,San Francisco Intl
6,12,1311,1,1547,-9,DL,N382DA,1208,SLC,80,630,13,11,Delta Air Lines Inc.,Salt Lake City Intl
3,5,736,1,1105,0,WN,N622SW,1927,PHX,123,1009,7,36,Southwest Airlines Co.,Phoenix Sky Harbor Intl
7,9,1237,18,1432,13,UA,N26226,1700,SFO,84,550,12,37,United Air Lines Inc.,San Francisco Intl
7,29,714,-6,1045,-5,UA,N38454,1610,DEN,131,991,7,14,United Air Lines Inc.,Denver Intl
10,28,1619,-11,1756,-12,AS,N558AS,402,SJC,85,569,16,19,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
2,21,616,1,1430,-1,UA,N405UA,583,EWR,289,2434,6,16,United Air Lines Inc.,Newark Liberty Intl
6,7,1521,-2,1607,0,OO,N234SW,5331,RDM,27,116,15,21,SkyWest Airlines Inc.,Roberts Fld
10,13,735,-5,936,7,AS,N788AS,244,SFO,89,550,7,35,Alaska Airlines Inc.,San Francisco Intl
5,18,1049,-6,1322,9,AS,N796AS,564,LAX,124,834,10,49,Alaska Airlines Inc.,Los Angeles Intl
1,2,1332,7,2048,-5,DL,N804DN,773,ATL,239,2172,13,32,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
1,16,556,-4,921,-14,WN,N390SW,1927,PHX,126,1009,5,56,Southwest Airlines Co.,Phoenix Sky Harbor Intl
7,13,633,-7,905,2,AS,N588AS,232,SAN,133,933,6,33,Alaska Airlines Inc.,San Diego Intl
8,25,2007,37,2235,30,WN,N945WN,572,PHX,135,1009,20,7,Southwest Airlines Co.,Phoenix Sky Harbor Intl
7,15,1027,-5,1615,-10,UA,N446UA,679,ORD,205,1739,10,27,United Air Lines Inc.,Chicago Ohare Intl
12,10,757,-3,1003,1,AS,N468AS,626,LAS,109,763,7,57,Alaska Airlines Inc.,Mc Carran Intl
4,18,1050,-5,1212,-3,WN,N7730A,1617,RNO,62,444,10,50,Southwest Airlines Co.,Reno Tahoe Intl
8,22,2219,-1,629,2,DL,N3756,1264,JFK,286,2454,22,19,Delta Air Lines Inc.,John F Kennedy Intl
3,5,1757,-3,2119,-10,US,N669AW,577,PHX,125,1009,17,57,US Airways Inc.,Phoenix Sky Harbor Intl
10,21,1849,-6,2032,-12,AS,N614AS,386,SFO,83,550,18,49,Alaska Airlines Inc.,San Francisco Intl
11,30,607,-3,707,5,OO,N632SK,4603,SEA,30,129,6,7,SkyWest Airlines Inc.,Seattle Tacoma Intl
3,21,1832,-3,2142,-12,AS,N585AS,863,OGG,349,2562,18,32,Alaska Airlines Inc.,Kahului
3,12,1436,-9,1808,-2,F9,N203FR,792,DEN,134,991,14,36,Frontier Airlines Inc.,Denver Intl
4,9,1454,-11,1720,0,AS,N797AS,588,PSP,120,873,14,54,Alaska Airlines Inc.,Palm Springs Intl
5,21,2055,0,2218,-7,WN,N604SW,32,SMF,64,479,20,55,Southwest Airlines Co.,Sacramento Intl
8,1,1723,3,1901,-4,WN,N7715E,1499,SJC,88,569,17,23,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
11,26,548,-2,726,-14,WN,N7743B,226,SJC,87,569,5,48,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
7,5,1957,-3,2037,-3,OO,N565SW,5403,EUG,28,106,19,57,SkyWest Airlines Inc.,Mahlon Sweet Fld
7,10,1347,-3,1938,-5,UA,N73445,1175,ORD,199,1739,13,47,United Air Lines Inc.,Chicago Ohare Intl
11,2,1105,0,1235,-10,WN,N910WN,611,OAK,74,543,11,5,Southwest Airlines Co.,Metropolitan Oakland Intl
8,11,810,5,1050,36,AS,N524AS,626,LAS,141,763,8,10,Alaska Airlines Inc.,Mc Carran Intl
8,8,1537,3,1826,21,OO,N709BR,6235,LAX,127,834,15,37,SkyWest Airlines Inc.,Los Angeles Intl
10,13,618,-2,1213,-2,UA,N37464,1429,ORD,206,1739,6,18,United Air Lines Inc.,Chicago Ohare Intl
1,1,1835,105,2015,105,WN,N389SW,568,OAK,87,543,18,35,Southwest Airlines Co.,Metropolitan Oakland Intl
4,21,1114,-6,1340,-5,OO,N604SK,4698,LAX,125,834,11,14,SkyWest Airlines Inc.,Los Angeles Intl
7,27,1801,41,1947,42,WN,N250WN,682,SJC,92,569,18,1,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
11,3,2242,-3,557,-13,DL,N824DN,503,ATL,241,2172,22,42,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
11,6,2305,20,615,5,DL,N816DN,503,ATL,233,2172,23,5,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
9,8,1737,-4,2100,-7,OO,N760SK,5659,DEN,126,991,17,37,SkyWest Airlines Inc.,Denver Intl
12,24,832,-3,924,-1,OO,N161PQ,4608,SEA,33,129,8,32,SkyWest Airlines Inc.,Seattle Tacoma Intl
8,22,1846,16,2016,1,WN,N489WN,767,OAK,77,543,18,46,Southwest Airlines Co.,Metropolitan Oakland Intl
1,25,823,8,1024,4,WN,N905WN,2654,LAS,106,763,8,23,Southwest Airlines Co.,Mc Carran Intl
9,3,1001,-3,1317,-16,F9,N904FR,788,DEN,119,991,10,1,Frontier Airlines Inc.,Denver Intl
5,14,1146,-4,1450,5,AS,N506AS,809,OGG,350,2562,11,46,Alaska Airlines Inc.,Kahului
10,9,1135,-5,1349,-7,AS,N592AS,572,SAN,122,933,11,35,Alaska Airlines Inc.,San Diego Intl
7,23,1321,1,1449,4,WN,N697SW,1487,SMF,74,479,13,21,Southwest Airlines Co.,Sacramento Intl
5,5,1506,-4,1749,8,US,N669AW,494,PHX,144,1009,15,6,US Airways Inc.,Phoenix Sky Harbor Intl
3,22,654,-6,1005,-9,AS,N508AS,833,HNL,342,2603,6,54,Alaska Airlines Inc.,Honolulu Intl
10,21,902,7,1126,2,US,N167US,630,PHX,127,1009,9,2,US Airways Inc.,Phoenix Sky Harbor Intl
8,25,1841,31,2046,15,B6,N789JB,1621,LGB,108,846,18,41,JetBlue Airways,Long Beach
10,1,1209,14,1746,6,AA,N4XJAA,1505,DFW,183,1616,12,9,American Airlines Inc.,Dallas Fort Worth Intl
2,28,1053,8,1406,1,F9,N218FR,360,DEN,118,991,10,53,Frontier Airlines Inc.,Denver Intl
12,29,1441,26,1828,53,WN,N228WN,3481,DEN,133,991,14,41,Southwest Airlines Co.,Denver Intl
6,18,659,-1,833,-12,WN,N640SW,4140,SJC,80,569,6,59,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
11,16,1007,-3,1328,-4,F9,N905FR,788,DEN,123,991,10,7,Frontier Airlines Inc.,Denver Intl
9,8,806,41,1009,40,AS,N769AS,244,SFO,102,550,8,6,Alaska Airlines Inc.,San Francisco Intl
7,29,655,-5,1452,-20,DL,N3731T,400,JFK,280,2454,6,55,Delta Air Lines Inc.,John F Kennedy Intl
4,25,1531,1,2111,-4,AA,N4XCAA,157,DFW,199,1616,15,31,American Airlines Inc.,Dallas Fort Worth Intl
10,14,722,2,1230,-10,WN,N492WN,826,MCI,173,1482,7,22,Southwest Airlines Co.,Kansas City Intl
3,20,519,-1,755,4,US,N573UW,649,PHX,132,1009,5,19,US Airways Inc.,Phoenix Sky Harbor Intl
1,23,1052,0,1437,13,OO,N959SW,5576,DEN,138,991,10,52,SkyWest Airlines Inc.,Denver Intl
9,24,656,-4,852,7,VX,N841VA,84,SFO,97,550,6,56,Virgin America,San Francisco Intl
2,7,711,11,1300,-10,AA,N3KNAA,2218,ORD,195,1739,7,11,American Airlines Inc.,Chicago Ohare Intl
7,3,1422,2,2007,-3,AA,N4XXAA,225,DFW,200,1616,14,22,American Airlines Inc.,Dallas Fort Worth Intl
4,9,657,-3,843,-2,VX,N855VA,84,SFO,92,550,6,57,Virgin America,San Francisco Intl
12,27,1231,4,1410,-4,UA,N404UA,353,SFO,83,550,12,31,United Air Lines Inc.,San Francisco Intl
4,16,2309,-6,438,-22,UA,N564UA,700,ORD,188,1739,23,9,United Air Lines Inc.,Chicago Ohare Intl
7,26,703,-2,910,-15,WN,N8629A,2904,LAS,108,763,7,3,Southwest Airlines Co.,Mc Carran Intl
8,7,2122,-3,2306,-21,AS,N552AS,384,SFO,84,550,21,22,Alaska Airlines Inc.,San Francisco Intl
4,19,1356,21,1529,14,WN,N449WN,2390,OAK,82,543,13,56,Southwest Airlines Co.,Metropolitan Oakland Intl
10,29,604,-6,1128,-38,UA,N66803,1429,ORD,189,1739,6,4,United Air Lines Inc.,Chicago Ohare Intl
1,26,1636,6,1807,-5,AS,N323AS,402,SJC,79,569,16,36,Alaska Airlines Inc.,Norman Y Mineta San Jose Intl
3,13,1306,-9,1527,-3,B6,N789JB,1521,LGB,116,846,13,6,JetBlue Airways,Long Beach
7,16,1104,19,1704,24,WN,N425LV,4235,MDW,226,1751,11,4,Southwest Airlines Co.,Chicago Midway Intl
6,15,1051,-4,1831,-6,DL,N1602,2160,ATL,250,2172,10,51,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
10,17,623,-2,844,7,OO,N217AG,3460,ONT,125,838,6,23,SkyWest Airlines Inc.,Ontario Intl
8,7,2020,-5,2252,-8,US,N602AW,630,PHX,134,1009,20,20,US Airways Inc.,Phoenix Sky Harbor Intl
12,5,1235,0,1607,-3,WN,N632SW,2895,ABQ,137,1111,12,35,Southwest Airlines Co.,Albuquerque International Sunport
3,30,541,1,715,-14,UA,N468UA,392,SFO,82,550,5,41,United Air Lines Inc.,San Francisco Intl
7,16,1057,-8,1918,-1,B6,N645JB,296,BOS,299,2537,10,57,JetBlue Airways,General Edward Lawrence Logan Intl
2,1,916,-5,1012,-2,OO,N292SW,5428,SEA,40,129,9,16,SkyWest Airlines Inc.,Seattle Tacoma Intl
2,14,1727,-5,1829,5,OO,N569SW,5417,SEA,43,129,17,27,SkyWest Airlines Inc.,Seattle Tacoma Intl
9,23,701,1,1511,-14,DL,N399DA,400,JFK,288,2454,7,1,Delta Air Lines Inc.,John F Kennedy Intl
7,16,1050,-2,1148,-3,OO,N566SW,5397,SEA,39,129,10,50,SkyWest Airlines Inc.,Seattle Tacoma Intl
6,27,1604,-5,1656,-6,OO,N235SW,5404,SEA,36,129,16,4,SkyWest Airlines Inc.,Seattle Tacoma Intl
6,22,1130,0,1347,-6,AS,N551AS,572,SAN,121,933,11,30,Alaska Airlines Inc.,San Diego Intl
1,1,1326,-6,1509,-16,UA,N832UA,367,SFO,86,550,13,26,United Air Lines Inc.,San Francisco Intl
6,28,1026,5,1300,13,OO,N750SK,6518,LAX,121,834,10,26,SkyWest Airlines Inc.,Los Angeles Intl
11,6,1007,-3,1323,-9,F9,N926FR,788,DEN,119,991,10,7,Frontier Airlines Inc.,Denver Intl
12,4,905,10,1136,16,WN,N659SW,4215,SAN,137,933,9,5,Southwest Airlines Co.,San Diego Intl
5,12,656,1,1048,8,WN,N353SW,1006,ABQ,134,1111,6,56,Southwest Airlines Co.,Albuquerque International Sunport
3,13,1833,-2,2131,-23,AS,N529AS,863,OGG,327,2562,18,33,Alaska Airlines Inc.,Kahului
12,29,1612,12,1751,2,OO,N954SW,5553,SFO,82,550,16,12,SkyWest Airlines Inc.,San Francisco Intl
7,24,1742,-3,2313,-22,F9,N202FR,1080,STL,195,1708,17,42,Frontier Airlines Inc.,Lambert St Louis Intl
12,3,810,50,1207,21,AS,N536AS,855,KOA,341,2607,8,10,Alaska Airlines Inc.,Kona Intl At Keahole
1,28,1517,-3,1823,-22,UA,N37293,1062,DEN,108,991,15,17,United Air Lines Inc.,Denver Intl
4,9,1602,-7,1652,-8,OO,N294SW,5404,SEA,33,129,16,2,SkyWest Airlines Inc.,Seattle Tacoma Intl
8,6,609,-6,930,-12,F9,N223FR,796,DEN,123,991,6,9,Frontier Airlines Inc.,Denver Intl
7,3,1104,9,1831,-8,DL,N183DN,716,ATL,247,2172,11,4,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
11,18,1226,-5,1416,-4,UA,N76504,1435,SFO,88,550,12,26,United Air Lines Inc.,San Francisco Intl
6,5,1053,-2,1825,-12,DL,N188DN,2160,ATL,247,2172,10,53,Delta Air Lines Inc.,Hartsfield Jackson Atlanta Intl
1,2,635,-5,1009,1,AS,N536AS,646,PHX,128,1009,6,35,Alaska Airlines Inc.,Phoenix Sky Harbor Intl
10,8,945,-5,1243,-2,AS,N706AS,131,ANC,225,1542,9,45,Alaska Airlines Inc.,Ted Stevens Anchorage Intl
5,6,1337,-7,1427,-8,OO,N234SW,5423,SEA,37,129,13,37,SkyWest Airlines Inc.,Seattle Tacoma Intl
4,16,2006,-9,2205,-21,OO,N215AG,3464,ONT,107,838,20,6,SkyWest Airlines Inc.,Ontario Intl
9,28,659,-6,926,2,AS,N607AS,582,SNA,126,859,6,59,Alaska Airlines Inc.,John Wayne Arpt Orange Co
1,12,1007,-3,1610,0,AS,N617AS,686,ORD,219,1739,10,7,Alaska Airlines Inc.,Chicago Ohare Intl
9,19,1847,-1,2024,-10,UA,N464UA,995,SFO,79,550,18,47,United Air Lines Inc.,San Francisco Intl
3,7,1450,-2,1655,-20,OO,N820SK,4688,LAX,104,834,14,50,SkyWest Airlines Inc.,Los Angeles Intl
10,6,2255,0,551,-19,DL,N651DL,394,DTW,218,1953,22,55,Delta Air Lines Inc.,Detroit Metro Wayne Co
4,16,2052,-3,452,-14,B6,N590JB,1206,JFK,276,2454,20,52,JetBlue Airways,John F Kennedy Intl
11,5,1410,-5,1541,-14,WN,N793SA,781,OAK,79,543,14,10,Southwest Airlines Co.,Metropolitan Oakland Intl
10,21,2001,26,2210,17,AS,N592AS,598,SAN,113,933,20,1,Alaska Airlines Inc.,San Diego Intl
6,25,1142,-8,1403,-29,AS,N512AS,809,OGG,301,2562,11,42,Alaska Airlines Inc.,Kahului
6,19,1529,120,2039,119,DL,N353NW,2164,MSP,166,1426,15,29,Delta Air Lines Inc.,Minneapolis St Paul Intl
5,9,1117,13,1325,29,OO,N494CA,5197,SFO,86,550,11,17,SkyWest Airlines Inc.,San Francisco Intl
12,16,801,1,1606,-7,UA,N34455,1082,EWR,287,2434,8,1,United Air Lines Inc.,Newark Liberty Intl
11,27,1925,-5,2111,-6,UA,N537UA,995,SFO,91,550,19,25,United Air Lines Inc.,San Francisco Intl
12,11,700,0,937,47,WN,N923WN,1360,SJC,114,569,7,0,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
6,16,1413,28,1541,11,WN,N777QC,2161,SJC,76,569,14,13,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
6,17,1214,-6,1412,-19,OO,N225AG,3454,BUR,105,817,12,14,SkyWest Airlines Inc.,Bob Hope
12,13,1350,-4,1628,-7,DL,N380DA,1208,SLC,82,630,13,50,Delta Air Lines Inc.,Salt Lake City Intl
8,28,1741,0,2107,0,OO,N703SK,5659,DEN,122,991,17,41,SkyWest Airlines Inc.,Denver Intl
3,16,2222,-10,2305,-3,OO,N583SW,5440,RDM,30,116,22,22,SkyWest Airlines Inc.,Roberts Fld
7,29,650,-10,919,-7,AS,N614AS,582,SNA,128,859,6,50,Alaska Airlines Inc.,John Wayne Arpt Orange Co
5,25,1044,-6,1249,-6,WN,N249WN,3397,LAS,106,763,10,44,Southwest Airlines Co.,Mc Carran Intl
10,19,1709,-6,1850,-5,WN,N224WN,3495,OAK,88,543,17,9,Southwest Airlines Co.,Metropolitan Oakland Intl
1,27,1508,-7,1827,-18,US,N651AW,500,PHX,120,1009,15,8,US Airways Inc.,Phoenix Sky Harbor Intl
8,17,1049,-6,1238,-4,AS,N612AS,380,SFO,85,550,10,49,Alaska Airlines Inc.,San Francisco Intl
6,26,1729,-1,2240,2,DL,N3736C,2601,MSP,172,1426,17,29,Delta Air Lines Inc.,Minneapolis St Paul Intl
8,1,1046,0,1258,14,OO,N952SW,5196,SFO,108,550,10,46,SkyWest Airlines Inc.,San Francisco Intl
12,17,631,-9,833,-17,OO,N218AG,3456,BUR,101,817,6,31,SkyWest Airlines Inc.,Bob Hope
1,2,1806,0,2123,-10,UA,N577UA,550,DEN,120,991,18,6,United Air Lines Inc.,Denver Intl
7,22,1805,-5,2031,0,B6,N621JB,1621,LGB,131,846,18,5,JetBlue Airways,Long Beach
10,13,739,-1,957,-8,WN,N448WN,756,SAN,127,933,7,39,Southwest Airlines Co.,San Diego Intl
4,15,1125,-5,1340,-9,AS,N513AS,572,SAN,118,933,11,25,Alaska Airlines Inc.,San Diego Intl
8,21,1406,16,1532,17,WN,N945WN,1891,SMF,65,479,14,6,Southwest Airlines Co.,Sacramento Intl
6,2,604,-6,1206,-5,UA,N480UA,646,ORD,204,1739,6,4,United Air Lines Inc.,Chicago Ohare Intl
7,19,1113,-12,1437,-17,UA,N456UA,550,DEN,126,991,11,13,United Air Lines Inc.,Denver Intl
8,24,700,0,757,1,OO,N586SW,5379,SEA,40,129,7,0,SkyWest Airlines Inc.,Seattle Tacoma Intl
11,24,606,1,758,-17,WN,N219WN,577,LAS,91,763,6,6,Southwest Airlines Co.,Mc Carran Intl
4,10,700,-5,827,-8,WN,N445WN,3142,SMF,67,479,7,0,Southwest Airlines Co.,Sacramento Intl
7,14,2216,-4,2252,-8,OO,N563SW,5440,RDM,28,116,22,16,SkyWest Airlines Inc.,Roberts Fld
3,9,2016,-7,2211,-1,OO,N946SW,5210,SFO,95,550,20,16,SkyWest Airlines Inc.,San Francisco Intl
2,7,1614,43,1855,70,OO,N187PQ,4688,LAX,103,834,16,14,SkyWest Airlines Inc.,Los Angeles Intl
7,8,551,1,1156,-5,UA,N75410,1173,IAH,225,1825,5,51,United Air Lines Inc.,George Bush Intercontinental
12,6,1015,0,1422,7,HA,N392HA,25,HNL,346,2603,10,15,Hawaiian Airlines Inc.,Honolulu Intl
11,23,1027,-1,1303,-5,DL,N375NC,622,SLC,79,630,10,27,Delta Air Lines Inc.,Salt Lake City Intl
6,20,1633,24,1719,17,OO,N233SW,5404,SEA,37,129,16,33,SkyWest Airlines Inc.,Seattle Tacoma Intl
6,4,655,0,1046,6,WN,N367SW,1006,ABQ,146,1111,6,55,Southwest Airlines Co.,Albuquerque International Sunport
2,3,630,-5,948,-12,WN,N419WN,419,DEN,121,991,6,30,Southwest Airlines Co.,Denver Intl
9,25,1411,21,1540,25,WN,N432WN,1891,SMF,77,479,14,11,Southwest Airlines Co.,Sacramento Intl
10,10,2131,6,2305,-10,AS,N626AS,384,SFO,75,550,21,31,Alaska Airlines Inc.,San Francisco Intl
8,11,1032,-8,1317,-18,HA,N373HA,25,HNL,323,2603,10,32,Hawaiian Airlines Inc.,Honolulu Intl
8,13,625,0,915,15,WN,N261WN,1927,PHX,150,1009,6,25,Southwest Airlines Co.,Phoenix Sky Harbor Intl
1,7,643,-2,851,-14,AS,N565AS,560,LAX,105,834,6,43,Alaska Airlines Inc.,Los Angeles Intl
2,1,1744,-1,1918,-12,WN,N728SW,2649,SJC,82,569,17,44,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
1,16,724,9,859,-1,WN,N243WN,380,SJC,82,569,7,24,Southwest Airlines Co.,Norman Y Mineta San Jose Intl
10,31,1445,100,2059,119,AA,N3CVAA,115,ORD,208,1739,14,45,American Airlines Inc.,Chicago Ohare Intl
1,1,1545,10,2114,4,AA,N565AA,157,DFW,180,1616,15,45,American Airlines Inc.,Dallas Fort Worth Intl
12,18,1826,91,2051,104,AS,N611AS,588,PSP,120,873,18,26,Alaska Airlines Inc.,Palm Springs Intl
